Name,Image_URL,Description,Role,Difficulty,Strength,Description_Length,Predicted_Strength
Lissandra,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lissandra_0.jpg,"La magie de Lissandra est capable de manipuler la pure puissance de la glace en quelque chose d'à la fois obscur et terrible. Avec la force de sa glace noire, elle fait bien plus que glacer... elle empale et écrase ceux qui osent s'opposer à elle. Les...",Mage,Modérée,Weak,254,Strong
Lucian,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lucian_0.jpg,"Jadis une Sentinelle de la lumière, Lucian est aujourd'hui un chasseur de morts-vivants. Il poursuit ses cibles sans répit et les éradique avec ses pistolets jumeaux. Après que Thresh a tué Senna, sa femme, Lucian s'est lancé sur la voie de la vengeance...",Tireur,Modérée,Strong,256,Weak
Lulu,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lulu_0.jpg,"Magicienne yordle, Lulu aime conjurer des illusions oniriques et de drôles de créatures en explorant Runeterra avec Pix, sa fée de compagnie. Lulu forge la réalité selon ses désirs, modifiant à sa guise la structure du monde et ce qu'elle considère...",Support / Mage,Modérée,Strong,251,Strong
Lux,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lux_0.jpg,"Luxanna Crownguard est originaire de Demacia, un royaume isolationniste où la magie inspire la peur et la méfiance. Capable de plier la lumière à sa volonté, elle a grandi dans la crainte d'être un jour exilée et a été contrainte de dissimuler son...",Mage / Support,Modérée,Weak,250,Strong
Malphite,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Malphite_0.jpg,"Massive créature de pierre vivante, Malphite lutte pour imposer un ordre sacré dans un monde chaotique. Né pour servir l'obélisque mystique que l'on nomme le Monolithe, il utilisa son incroyable force élémentaire pour protéger son créateur, mais n'y...",Tank / Combattant,Faible,Strong,252,Weak
Malzahar,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Malzahar_0.jpg,"Voyant fanatique ayant dédié son existence à l'unification de toute forme de vie, Malzahar croit fermement que le Néant est la voie du salut de Runeterra. Dans les étendues désertiques de Shurima, il suivit les voix qui murmuraient dans son esprit...",Mage / Assassin,Modérée,Weak,250,Strong
Maokai,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Maokai_0.jpg,"Maokai est un immense tréant possédé par la colère, qui combat les horreurs impies des Îles obscures. Il est devenu l'incarnation de la vengeance après la destruction de ses terres par un cataclysme magique, n'échappant lui-même à l'état de mort-vivant...",Tank / Mage,Faible,Strong,255,Strong
Maître Yi,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/MasterYi_0.jpg,"Maître Yi a renforcé son corps et affûté son esprit jusqu'à ce que réflexion et action ne fassent plus qu'un. Bien qu'il ne fasse appel à la violence qu'en dernier recours, la grâce et la vitesse avec lesquelles il manie son épée assurent une résolution...",Assassin / Combattant,Modérée,Strong,256,Weak
Milio,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Milio_0.jpg,"Milio est un garçon d'Ixtal chaleureux qui, malgré son jeune âge, maîtrise l'Axiome du feu et a découvert le feu guérisseur. Grâce à cette puissance nouvelle, il espère intégrer les Yun Tal, comme sa grand-mère avant lui, et annuler le jugement qui...",Support,Modérée,Strong,251,Strong
Miss Fortune,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/MissFortune_0.jpg,"Capitaine de Bilgewater réputée pour sa beauté et crainte pour sa cruauté, Sarah Fortune est une personnalité qui détonne au milieu des criminels endurcis qui arpentent la cité portuaire. Enfant, elle assista au massacre de sa famille par Gangplank, le...",Tireur,Faible,Weak,255,Strong
Mordekaiser,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Mordekaiser_0.jpg,"Deux fois abattu et trois fois né, Mordekaiser est un chef de guerre brutal venu d'un lointain passé. Il utilise ses pouvoirs nécromantiques pour lier les âmes à une éternité de servitude. Il n'y a plus guère de gens pour se souvenir de ses anciennes...",Combattant,Modérée,Weak,253,Weak
Morgana,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Morgana_0.jpg,"Déchirée entre ses origines célestes et mortelles, Morgana a enchaîné ses ailes pour appartenir pleinement à l'humanité et abattre sa peine et sa rancœur sur les corrompus et les malhonnêtes. Elle rejette les lois et les traditions qu'elle juge injustes...",Mage / Support,Faible,Weak,256,Strong
Naafiri,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Naafiri_0.jpg,"À travers le désert de Shurima, un concert de hurlements retentit. C'est l'appel des chiens des sables, ces prédateurs voraces qui se déplacent en meutes et luttent pour la moindre source de nourriture de ces terres stériles. Parmi ces meutes, une se...",Assassin,Faible,Strong,253,Weak
Nami,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nami_0.jpg,"Jeune Vastaya des mers, Nami fut la première de la tribu des Marai à quitter les océans et à s'aventurer sur la terre ferme lorsque leur accord ancestral avec les Targoniens fut rompu. Convaincue qu'il n'y avait pas d'autre solution, elle a décidé de...",Support / Mage,Modérée,Weak,253,Weak
Nasus,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nasus_0.jpg,"Nasus est un imposant Transfiguré à tête de chacal, une figure héroïque que les peuples du désert considéraient comme un demi-dieu aux temps anciens de Shurima. Il était très intelligent ; son savoir encyclopédique et son extraordinaire sens stratégique...",Combattant / Tank,Modérée,Weak,256,Weak
Nautilus,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nautilus_0.jpg,"Nautilus, une légende plus ancienne encore que la première jetée de Bilgewater, est un titan en armure qui sillonne les eaux sombres au large des Îles de la Flamme Bleue. Trahi il y a bien longtemps de cela, il frappe désormais sans prévenir, se servant...",Tank / Support,Modérée,Strong,256,Weak
Neeko,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Neeko_0.jpg,"Originaire d'une tribu disparue de Vastayas, Neeko est capable de se fondre dans n'importe quelle foule en empruntant l'apparence des autres, allant même jusqu'à absorber un soupçon de leur état émotionnel pour différencier un instant les amis des...",Mage / Support,Modérée,Strong,250,Strong
Nidalee,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nidalee_0.jpg,"Élevée au plus profond de la jungle, Nidalee est une pisteuse d'exception qui peut se transformer à volonté en couguar. Ni totalement femme, ni totalement bête, elle défend férocement son territoire contre tous ceux qui veulent y pénétrer avec ses...",Assassin / Mage,Élevée,Strong,250,Weak
Nilah,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nilah_0.jpg,"Nilah est une guerrière disciplinée originaire d'une contrée lointaine. Elle traque les monstres les plus gigantesques et les plus dangereux pour les affronter et les détruire. Elle a obtenu son pouvoir du démon de la joie, emprisonné il y a bien...",Combattant / Assassin,Élevée,Strong,249,Strong
Nocturne,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nocturne_0.jpg,"Expression démoniaque des cauchemars qui hantent tous les êtres doués d'intelligence, la chose que l'on nomme Nocturne est devenue une force primordiale du mal. D'aspect liquide, c'est une ombre sans visage, au regard glacial, armée de lames effrayantes...",Assassin / Combattant,Modérée,Strong,256,Weak
Nunu et Willump,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nunu_0.jpg,"Il était une fois un jeune garçon qui voulait prouver qu'il était un héros en tuant un monstre effrayant, mais il découvrit que la créature, un yéti solitaire, avait seulement besoin d'un ami. Rapprochés par une puissance ancienne et un amour partagé...",Tank / Combattant,Modérée,Weak,253,Weak
Olaf,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Olaf_0.jpg,"Olaf, avec sa hache et son extraordinaire force de destruction, ne souhaite que mourir au combat. Venu de l'âpre péninsule freljordienne de Lokfar, il a été choqué par une prophétie qui lui prédisait une mort paisible : dans l'esprit de son peuple, une...",Combattant / Tank,Faible,Strong,255,Strong
Orianna,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Orianna_0.jpg,"Autrefois une jeune fille curieuse, de chair et d'os, Orianna est aujourd'hui une merveille de technologie entièrement mécanisée. Elle est tombée gravement malade à la suite d'un accident dans les quartiers inférieurs de Zaun, et son corps défaillant a...",Mage / Support,Modérée,Weak,255,Weak
Ornn,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ornn_0.jpg,"Ornn est le demi-dieu de la forge et de l'artisanat à Freljord. Avec comme seule compagne la solitude, il travaille dans sa forge enfouie au plus profond des cavernes de lave de l'Âtre-foyer. C'est là qu'il fond et purifie les métaux nécessaires à la...",Tank / Combattant,Modérée,Weak,253,Weak
Pantheon,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Pantheon_0.jpg,"Autrefois l'hôte réticent de la Manifestation de la Guerre, Atreus a survécu à la mort de la puissance céleste qui l'habitait, refusant de succomber au coup qui arracha les étoiles mêmes des cieux. Avec le temps, il apprit à accepter le pouvoir de sa...",Combattant / Assassin,Modérée,Weak,253,Weak
Poppy,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Poppy_0.jpg,"Runeterra ne manque pas de braves champions, mais peu peuvent se targuer d'être aussi tenaces que Poppy. Armée du légendaire marteau d'Orlon, faisant deux fois sa taille, cette yordle déterminée cherche depuis d'innombrables années le « héros de...",Tank / Combattant,Modérée,Strong,248,Strong
Pyke,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Pyke_0.jpg,"Harponneur renommé des quais-abattoirs de Bilgewater, Pyke aurait dû trouver la mort dans le ventre d'une énorme créature marine… et pourtant, il est revenu. À présent, il écume les ruelles sombres de son ancien port d'attache, utilisant ses dons...",Support / Assassin,Modérée,Weak,249,Strong
Qiyana,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Qiyana_0.jpg,"Dans la ville d'Ixaocan, perdue dans la jungle, Qiyana complote pour obtenir au prix du sang le siège révéré des Yun Tal. Dernière dans l'ordre de la succession, elle affronte ceux qui sont sur son chemin avec une absolue confiance en elle et une...",Assassin / Combattant,Élevée,Strong,249,Strong
Quinn,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Quinn_0.jpg,"Quinn est un chevalier-éclaireur d'élite de Demacia qui se spécialise dans les missions d'infiltration en territoire ennemi. Avec son aigle de légende, Valor, elle forme un duo inséparable dont les proies rendent souvent l'âme avant même de comprendre...",Tireur / Assassin,Modérée,Weak,254,Strong
Rakan,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Rakan_0.jpg,"Aussi lunatique qu'il est charmeur, Rakan est un trublion vastaya tristement célèbre, et le plus grand danseur guerrier de l'histoire de la tribu Lhotla. Pour les humains qui vivent dans les hautes terres d'Ionia, son nom est depuis longtemps synonyme...",Support,Modérée,Strong,254,Strong
Rammus,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Rammus_0.jpg,"Beaucoup l'idolâtrent, certains le méprisent, mais tous restent perplexes devant l'énigmatique Rammus. Protégé par une carapace cloutée, il inspire des théories de plus en plus variées sur ses origines : demi-dieu, oracle, simple bête transformée par la...",Tank / Combattant,Modérée,Strong,256,Weak
Rek'Sai,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/RekSai_0.jpg,Rek'Sai est une créature prédatrice – la plus imposante et la plus féroce de son espèce – qui se déplace sous terre pour surprendre ses proies. Sa faim insatiable a ravagé des régions entières de Shurima à l'époque où cet empire était encore florissant...,Combattant,Faible,Strong,255,Strong
Rell,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Rell_0.jpg,"Changée en arme vivante par les expériences brutales de l'académie de la Rose noire, Rell est aujourd'hui déterminée à détruire Noxus. Son enfance a été particulièrement horrible ; on lui a fait subir des choses atroces afin de perfectionner ses...",Tank / Support,Faible,Strong,248,Strong
Renata Glasc,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Renata_0.jpg,"Renata Glasc s'extirpa des cendres de sa maison natale avec son nom et les recherches alchimiques de ses parents pour seules possessions. Au cours des décennies suivantes, elle devint la Baronne de la chimie la plus riche de Zaun et un génie des...",Support / Mage,Élevée,Strong,248,Strong
Renekton,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Renekton_0.jpg,"Originaire du désert brûlant de Shurima, Renekton est un Transfiguré terrifiant animé par la rage. Il était autrefois le guerrier le plus respecté de l'empire de Shurima, dont il avait mené les armées vers la victoire à maintes reprises. Cependant...",Combattant / Tank,Faible,Strong,250,Strong
Rengar,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Rengar_0.jpg,"Rengar est un féroce Vastaya chasseur de trophées qui ne vit que pour le frisson de la traque et de l'élimination des proies les plus dangereuses. Il parcourt le monde à la recherche des bêtes les plus féroces, et surtout de Kha'Zix, la créature du...",Assassin / Combattant,Élevée,Weak,251,Weak
Riven,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Riven_0.jpg,"Autrefois soldat d'un régiment de Noxus, Riven est désormais expatriée dans un pays qu'elle avait elle-même tenté d'envahir. Elle s'est naguère élevée dans la hiérarchie grâce à sa force de conviction et à son efficacité brutale : sa récompense fut de...",Combattant / Assassin,Élevée,Strong,254,Strong
Rumble,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Rumble_0.jpg,"Rumble est un jeune inventeur soupe au lait. Ne disposant que de ses deux mains et d'une pile de ferraille, le yordle au tempérament de feu se fabriqua une colossale armure mécanique, dotée d'un arsenal de harpons électrifiés et de roquettes...",Combattant / Mage,Élevée,Weak,244,Strong
Ryze,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ryze_0.jpg,"Largement considéré comme l'un des plus puissants sorciers de Runeterra, Ryze est un archimage endurci par les ans qui porte un fardeau incommensurable sur ses épaules. Armé d'une constitution à toute épreuve et d'un vaste arsenal de connaissances...",Mage / Combattant,Modérée,Strong,250,Strong
Samira,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Samira_0.jpg,"Toujours en quête de sensations fortes, Samira regarde la mort dans les yeux avec une confiance inébranlable. Après la destruction qui a frappé son foyer shurimien lorsqu'elle était enfant, Samira a trouvé sa véritable vocation à Noxus, où elle s'est...",Tireur,Modérée,Strong,253,Weak
Sejuani,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Sejuani_0.jpg,"Sejuani est l'impitoyable chef de guerre sublimée de la Griffe hivernale, l'une des tribus les plus redoutées de Freljord. La survie de son peuple est une lutte constante et désespérée contre les éléments. Pour résister aux rigueurs de l'hiver, il doit...",Tank / Combattant,Modérée,Strong,255,Weak
Senna,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Senna_0.jpg,"Condamnée dès l'enfance à être hantée par la mystérieuse Brume noire, Senna rejoignit un ordre sacré connu sous le nom des Sentinelles de la lumière. Elle combattit vaillamment, avant de périr sous les coups du cruel spectre Thresh et de voir son âme...",Tireur / Support,Modérée,Strong,253,Weak
Sett,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Sett_0.jpg,"Sett s'est imposé en tant que chef du monde criminel florissant d'Ionia après la guerre contre Noxus. Bien qu'il ait fait ses débuts de manière modeste dans les arènes de combat de Navori, il s'est rapidement fait une réputation pour sa force sauvage et...",Combattant / Tank,Faible,Weak,256,Strong
Shaco,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Shaco_0.jpg,"Fabriqué il y a longtemps pour servir de jouet à un prince qui se sentait seul, Shaco est une marionnette enchantée qui se repaît désormais de meurtres et de chaos. Corrompu par la magie noire et la perte de sa chère mission, le pantin autrefois gentil...",Assassin,Élevée,Weak,255,Strong
Shen,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Shen_0.jpg,"Shen, l'Œil du crépuscule, est le chef d'un groupe secret de guerriers ioniens connu sous le nom de Kinkou. Désireux d'échapper aux méfaits des émotions, des préjugés et de l'ego, il porte un regard désintéressé sur les choses en arpentant le chemin...",Tank,Modérée,Strong,252,Strong
Shyvana,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Shyvana_0.jpg,"Shyvana est une créature dont le cœur palpite au rythme brûlant d'un éclat de rune magique. Bien qu'elle paraisse souvent humanoïde, elle peut se transformer à volonté en un terrifiant dragon, crachant des flammes sur ses ennemis. Après avoir sauvé la...",Combattant / Tank,Modérée,Strong,254,Strong
Singed,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Singed_0.jpg,"Singed est un chimiste zaunien d'une intelligence exceptionnelle, prêt à tout pour repousser les limites de la connaissance, y compris y perdre sa santé mentale. Sa folie répond-elle à une logique ? Ses décoctions ont généralement l'effet escompté, mais...",Tank / Combattant,Modérée,Strong,256,Weak
Sion,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Sion_0.jpg,"Guerrier sanguinaire d'une époque révolue, Sion était célébré comme un héros à Noxus, pour avoir étouffé un roi de Demacia de ses mains nues. Il était l'objet d'une telle dévotion qu'on lui refusa le repos éternel, en le ramenant à la vie pour continuer...",Tank / Combattant,Modérée,Weak,256,Weak
Sivir,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Sivir_0.jpg,"Sivir est une célèbre chasseuse de trésors et capitaine de mercenaires œuvrant dans le désert de Shurima. Armée de sa légendaire lame en croix, elle a triomphé d'innombrables batailles pour les clients prêts à honorer ses tarifs exorbitants. Connue pour...",Tireur,Modérée,Weak,256,Weak
Skarner,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Skarner_0.jpg,"L'antique Brackern Skarner est vénéré à Ixtal comme l'un des membres fondateurs de la caste dirigeante, les Yun Tal. Il protège farouchement sa nation du reste du monde en écoutant les vibrations de la terre pour détecter de potentielles menaces depuis...",Combattant / Tank,Modérée,Weak,255,Weak
Smolder,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Smolder_0.jpg,"Caché dans les falaises escarpées de la frontière noxienne et attentivement surveillé par sa mère, un jeune dragon apprend ce que signifie être l'héritier de la lignée impériale des dragons camavoriens. Joueur et impatient de grandir, Smolder est prêt à...",Tireur,Modérée,Strong,256,Weak
Sona,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Sona_0.jpg,"Sona est la plus grande virtuose de l'etwahl de Demacia, ne s'exprimant que par ses accords vibrants et gracieux. Ses manières distinguées lui valent d'être appréciée par l'aristocratie, bien que beaucoup soupçonnent ses mélodies envoûtantes de...",Support / Mage,Modérée,Weak,247,Strong
Soraka,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Soraka_0.jpg,"Voyageuse originaire de dimensions célestes d'au-delà du Mont Targon, Soraka a abandonné son immortalité pour protéger les mortels de leurs instincts violents. Elle cherche à pousser tous ceux qu'elle rencontre à embrasser les vertus de la compassion et...",Support / Mage,Faible,Strong,256,Strong
Swain,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Swain_0.jpg,"Jericho Swain est le chef visionnaire de Noxus, une nation expansionniste qui ne respecte que la force. Bien que déchu et blessé pendant les guerres ioniennes, il a pris le contrôle de l'empire avec une féroce détermination… Et une nouvelle main...",Mage / Combattant,Élevée,Strong,248,Strong
Sylas,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Sylas_0.jpg,"Élevé dans l'un des quartiers les plus pauvres de Demacia, Sylas de Liebourg est devenu le symbole du côté obscur de la Grande cité. Enfant, sa capacité à déceler la sorcellerie cachée attira l'attention des tristement célèbres traqueurs de mages, qui...",Mage / Assassin,Modérée,Strong,254,Strong
Syndra,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Syndra_0.jpg,"Syndra est une effrayante magicienne originaire d'Ionia, aux pouvoirs impressionnants. Enfant, elle perturba les anciens de son village avec sa magie sauvage et incontrôlée. Elle fut confiée à un maître dans l'espoir qu'elle apprendrait à se contrôler...",Mage,Élevée,Strong,254,Strong
Séraphine,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Seraphine_0.jpg,"Née à Piltover de parents zauniens, Séraphine peut entendre les âmes des autres. Le monde chante pour elle et elle chante pour le monde. Alors que ces sons l'accablaient dans sa jeunesse, elle s'en inspire aujourd'hui et transforme le chaos en symphonie...",Mage / Support,Faible,Strong,256,Strong
Tahm Kench,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/TahmKench_0.jpg,"Au fil du temps, on lui a donné de nombreux noms. Le démon Tahm Kench voyage dans les cours d'eau de Runeterra, nourrissant son insatiable appétit de la misère des autres. Bien qu'il puisse sembler particulièrement charmant et fier, il rôde dans le...",Support / Tank,Modérée,Weak,251,Strong
Taliyah,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Taliyah_0.jpg,"Taliyah est une mage issue des tribus nomades de Shurima, déchirée entre l'émerveillement de la jeunesse et les responsabilités des adultes. Elle a déjà traversé pratiquement tout Valoran pour découvrir la véritable nature de ses pouvoirs toujours plus...",Mage / Support,Modérée,Weak,255,Weak
Talon,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Talon_0.jpg,"Talon est la dague cachée dans l'ombre, un assassin impitoyable, capable de frapper sans prévenir et de fuir avant que l'alerte ne soit donnée. Il a acquis une dangereuse réputation dans les brutales rues de Noxus, où il a été contraint de se battre, de...",Assassin,Modérée,Weak,256,Weak
Taric,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Taric_0.jpg,"Taric est la Manifestation du Protecteur, doté d'un incroyable pouvoir en tant que gardien de la vie, de l'amour et de la beauté sur Runeterra. Couvert d'opprobre pour avoir abandonné son devoir et exilé de sa terre natale de Demacia, Taric a entrepris...",Support / Combattant,Faible,Strong,255,Strong
Teemo,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Teemo_0.jpg,"N'ayant pas peur de braver les obstacles les plus dangereux, Teemo explore le monde avec un enthousiasme débordant et une bonne humeur contagieuse. Yordle au sens moral inflexible, il suit fièrement les préceptes du Code des éclaireurs de Bandle...",Tireur / Assassin,Modérée,Strong,248,Strong
Thresh,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Thresh_0.jpg,"Sadique mais rusé, Thresh est un ambitieux esprit des Îles obscures. Autrefois le gardien d'innombrables secrets des arcanes, il fut terrassé par un pouvoir plus grand que la vie ou la mort, et il s'alimente maintenant des souffrances et des tourments...",Support / Combattant,Modérée,Weak,254,Strong
Tristana,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Tristana_0.jpg,"Si bon nombre d'autres yordles utilisent leur énergie débordante pour explorer, découvrir, inventer ou plus simplement jouer de mauvais tours, Tristana a toujours puisé son inspiration dans les récits des grands guerriers. Elle avait beaucoup entendu...",Tireur / Assassin,Modérée,Weak,253,Weak
Trundle,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Trundle_0.jpg,"Trundle est un troll massif, sournois et malicieux. Il n'y a rien qu'il ne puisse soumettre à sa volonté avec son gourdin, pas même Freljord. Extrêmement territorial, Trundle traque tous ceux qui sont assez fous pour pénétrer sur ses terres. Ensuite...",Combattant / Tank,Modérée,Strong,252,Strong
Tryndamere,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Tryndamere_0.jpg,"Poussé par une rage infinie, Tryndamere traverse Freljord et parfait sa maîtrise du combat en défiant les plus grands guerriers du nord, pour se préparer aux jours sombres qui s'annoncent. Longtemps dominé par sa haine, il cherchait à se venger de...",Combattant / Assassin,Modérée,Weak,250,Strong
Twisted Fate,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/TwistedFate_0.jpg,"Twisted Fate est un virtuose des cartes à la réputation ambiguë qui a parcouru le monde entier pour l'éblouir de son charme et de ses talents, s'attirant l'admiration et la haine des riches comme des pigeons. Il prend rarement les choses au sérieux...",Mage,Élevée,Strong,251,Weak
Twitch,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Twitch_0.jpg,"Rat de Zaun, pesteux de naissance, connaisseur en saleté par passion, Twitch n'a pas peur de se salir les pattes. Armé d'une arbalète chimique qu'il pointe droit sur le cœur de Piltover, Twitch s'est juré de montrer aux gens de la surface à quel point...",Tireur / Assassin,Modérée,Strong,254,Strong
Udyr,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Udyr_0.jpg,"Udyr est le plus puissant des Gardiens des esprits, il communie avec l'ensemble des esprits qui habitent Freljord. Il comprend leurs besoins avec empathie et il est capable de canaliser et de transformer leur énergie éthérée pour alimenter son propre...",Combattant / Tank,Modérée,Weak,253,Weak
Urgot,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Urgot_0.jpg,"Autrefois, Urgot était un puissant bourreau noxien. Il fut trahi par l'empire pour lequel il avait tant tué. Ceint de chaînes de fer, il fut contraint d'apprendre le vrai sens de la force dans les Oubliettes, une mine de forçats située dans les...",Combattant / Tank,Élevée,Strong,247,Weak
Varus,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Varus_0.jpg,"Membre de la race antique des Darkin, Varus était en son temps un assassin cruel qui aimait torturer ses ennemis, les conduisant jusqu'aux portes de la folie avant de les achever d'une flèche. À la fin de la Guerre des Darkin, il fut emprisonné. Des...",Tireur / Mage,Faible,Strong,252,Weak
Vayne,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Vayne_0.jpg,"Shauna Vayne est une chasseuse de monstres mortelle et sans scrupule. Originaire de Demacia, elle voue sa vie à la destruction du démon qui a assassiné sa famille. Armée d'une arbalète montée sur son poignet et dotée d'un cœur rongé par le désir de...",Tireur / Assassin,Élevée,Strong,251,Weak
Veigar,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Veigar_0.jpg,"Maître enthousiaste de la magie noire, Veigar s'est approprié des pouvoirs que peu de mortels osent approcher. Habitant de Bandle à l'esprit libre, il veut repousser les limites de la magie yordle et se tourner vers les textes arcaniques qui sont restés...",Mage,Modérée,Weak,256,Weak
Vel'Koz,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Velkoz_0.jpg,"On ne sait pas trop si Vel'Koz fut le premier monstre du Néant à émerger à Runeterra, mais il est certain qu'aucun autre n'a jamais égalé la froideur calculatrice de sa cruauté. Alors que ses semblables dévorent ou profanent tout ce qui les entoure, il...",Mage,Élevée,Strong,255,Strong
Vex,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Vex_0.jpg,"Au cœur des terribles Îles obscures et de leur brume spectrale, une yordle solitaire se complaît dans son malheur. Vex se protège de la gaieté, de l'excitation et des gens « normaux » dont le monde extérieur regorge grâce à une dose inépuisable...",Mage,Faible,Weak,247,Weak
Vi,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Vi_0.jpg,"Autrefois criminelle des quartiers louches de Zaun, Vi est une femme sans peur, mais pas sans reproche, au tempérament bouillant, impulsive, qui n'a qu'un respect mesuré pour les représentants de l'autorité. Vi a grandi seule et a développé d'excellents...",Combattant / Assassin,Modérée,Strong,256,Weak
Viego,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Viego_0.jpg,"Autrefois souverain d'un royaume perdu depuis longtemps, Viego mourut il y a plus de mille ans lorsqu'il tenta de ramener sa femme d'entre les morts. Cela causa la catastrophe magique connue sous le nom de la Ruine. Devenu un puissant spectre torturé...",Assassin / Combattant,Modérée,Weak,253,Weak
Viktor,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Viktor_0.jpg,"Héraut d'un nouvel âge de technologie, Viktor a consacré sa vie aux progrès de l'humanité. Idéaliste cherchant à hisser le peuple de Zaun à de nouveaux sommets de compréhension, il pense que le potentiel de l'humanité ne pourra être réalisé que par le...",Mage,Élevée,Weak,254,Strong
Vladimir,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Vladimir_0.jpg,"Assoiffé de sang humain, Vladimir influe sur la politique de Noxus depuis les premiers jours de l'empire. En plus d'allonger surnaturellement sa vie, sa maîtrise de l'hémomancie lui permet de contrôler les esprits et les corps des autres aussi aisément...",Mage,Modérée,Weak,255,Weak
Volibear,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Volibear_0.jpg,"Pour ceux qui le vénèrent encore, Volibear est l'incarnation de la tempête. Destructeur, sauvage et déterminé, il existait bien avant que les mortels n'arpentent la toundra de Freljord ; désormais, il défend férocement les terres qu'il a créées avec sa...",Combattant / Tank,Faible,Weak,255,Strong
